Paper_ID,Title,Year,Cited_By_Count,Author_ID,Author_Name,Raw_Affiliation,Standardized_Institutions,Institution_Countries
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5081176603,Martin Kuball,"Centre for Device Thermography and Reliability, University of Bristol, Bristol, United Kingdom",University of Bristol,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5001074861,Ashwani Kumar,"Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, Sheffield, S1 3JD, United Kingdom",University of Sheffield,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5085989719,Kean Boon Lee,"Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, Sheffield, S1 3JD, United Kingdom",University of Sheffield,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5100745682,Li Xu,"James Watt Nanofabrication Centre, University of Glasgow, Glasgow, United Kingdom",University of Glasgow,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5056071536,Denis Marcon,"imec, Kapeldreef 75, 3001 Leuven, Belgium",IMEC,BE
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5109203310,Martin März,"Fraunhofer Institute for Integrated Systems and Device Technology, IISB, Schottkystr. 10, 91058 Erlangen, Germany","Schott (Germany), Fraunhofer Institute for Integrated Systems and Device Technology","DE, DE"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5042652210,Robert McCarthy,"MicroLink Devices, Inc., Niles, IL, United States of America",MicroLink Devices (United States),US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5101587480,Gaudenzio Meneghesso,"Department of Information Engineering, University of Padova, Padova, Italy",University of Padua,IT
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5059611177,Matteo Meneghini,"Department of Information Engineering, University of Padova, Padova, Italy",University of Padua,IT
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5029342519,E. Morvan,"CEA, LETI, L'Université Grenoble Alpes, Grenoble, France","Commissariat à l'Énergie Atomique et aux Énergies Alternatives, CEA Grenoble, Laboratoire d'Électronique des Technologies de l'Information, Université Grenoble Alpes","FR, FR, FR, FR"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5034723564,Akira Nakajima,"National Institute of Advanced Industrial Science and Technology, Tsukuba, Japan",National Institute of Advanced Industrial Science and Technology,JP
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5075547315,E.M. Sankara Narayanan,"Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, Sheffield, S1 3JD, United Kingdom",University of Sheffield,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5103184257,Stephen Oliver,Navitas Semiconductor,Navitas Systems (United States),US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5024027903,Tomás Palacios,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, United States of America",Massachusetts Institute of Technology,US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5069066375,Daniel Piedra,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, United States of America",Massachusetts Institute of Technology,US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5058507704,M. Plissonnier,"CEA, LETI, L'Université Grenoble Alpes, Grenoble, France","Commissariat à l'Énergie Atomique et aux Énergies Alternatives, CEA Grenoble, Laboratoire d'Électronique des Technologies de l'Information, Université Grenoble Alpes","FR, FR, FR, FR"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5074469270,Rekha Reddy,"MicroLink Devices, Inc., Niles, IL, United States of America",MicroLink Devices (United States),US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5101656586,Min Sun,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, United States of America",Massachusetts Institute of Technology,US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5045081240,Iain Thayne,"James Watt Nanofabrication Centre, University of Glasgow, Glasgow, United Kingdom",University of Glasgow,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5020906871,A. Torres,"CEA, LETI, L'Université Grenoble Alpes, Grenoble, France","Commissariat à l'Énergie Atomique et aux Énergies Alternatives, CEA Grenoble, Laboratoire d'Électronique des Technologies de l'Information, Université Grenoble Alpes","FR, FR, FR, FR"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5009852094,Nicola Trivellin,"Department of Information Engineering, University of Padova, Padova, Italy",University of Padua,IT
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5011479559,Vineet Unni,"Department of Electronic and Electrical Engineering, University of Sheffield, Mappin Street, Sheffield, S1 3JD, United Kingdom",University of Sheffield,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5055070102,Michael J. Uren,"Centre for Device Thermography and Reliability, University of Bristol, Bristol, United Kingdom",University of Bristol,GB
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5001065266,M. Van Hove,"imec, Kapeldreef 75, 3001 Leuven, Belgium",IMEC,BE
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5043854005,D. J. Wallis,"Centre for High Frequency Engineering, University of Cardiff, Cardiff, United Kingdom","University of Cambridge, Cardiff University","GB, GB"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5043854005,D. J. Wallis,"Cambridge Centre for GaN, University of Cambridge, Cambridge, United Kingdom","University of Cambridge, Cardiff University","GB, GB"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5037021915,Jingshan Wang,"Department of Electrical Engineering, University of Notre Dame, Notre Dame, IN, United States of America",University of Notre Dame,US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5074911767,Jinqiao Xie,"Qorvo, Inc., Richardson, TX, United States of America",Qorvo (United States),US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5021900583,Shuichi Yagi,"Powdec KK 1-23-15 Wakagi-cho, Oyama city, Tochigi 323-0028, Japan",Nihon Dempa Kogyo (Japan),JP
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5048884856,Shu Yang,"Zhejiang University, Hangzhou, People's Republic of China",Zhejiang University,CN
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5070050609,C. Youtsey,"MicroLink Devices, Inc., Niles, IL, United States of America",MicroLink Devices (United States),US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5048073234,Ruiyang Yu,"Department of Electrical and Computer Engineering, University of Texas at Austin, Austin, TX, United States of America",The University of Texas at Austin,US
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5002653396,Enrico Zanoni,"Department of Information Engineering, University of Padova, Padova, Italy",University of Padua,IT
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5081969712,Stefan Zeltner,"Fraunhofer Institute for Integrated Systems and Device Technology, IISB, Schottkystr. 10, 91058 Erlangen, Germany","Schott (Germany), Fraunhofer Institute for Integrated Systems and Device Technology","DE, DE"
https://openalex.org/W2788013722,The 2018 GaN power electronics roadmap,2018,1279,https://openalex.org/A5089728227,Yuhao Zhang,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, United States of America",Massachusetts Institute of Technology,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA. mej@pennmedicine.upenn.edu","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA. mej@pennmedicine.upenn.edu","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA. mej@pennmedicine.upenn.edu","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Institute for Immunology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA. mej@pennmedicine.upenn.edu","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Parker Institute for Cancer Immunotherapy, University of Pennsylvania, Philadelphia, USA. mej@pennmedicine.upenn.edu","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5058550252,J. Joseph Melenhorst,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA","Parker Institute for Cancer Immunotherapy, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5002585432,Gregory M. Chen,"Graduate Group in Genomics and Computational Biology, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5018493905,Meng Wang,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5018493905,Meng Wang,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5018493905,Meng Wang,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5047973111,David L. Porter,"Department of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5047973111,David L. Porter,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5048716388,Changya Chen,"Center for Childhood Cancer Research, The Children's Hospital of Philadelphia, Philadelphia, PA, USA","Children's Hospital of Philadelphia, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5048716388,Changya Chen,"Department of Pediatrics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, USA","Children's Hospital of Philadelphia, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5003747832,McKensie Collins,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5003747832,McKensie Collins,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5003747832,McKensie Collins,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5003747832,McKensie Collins,"Graduate Group in Cell & Molecular Biology, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5063548760,Peng Gao,"Center for Childhood Cancer Research, The Children's Hospital of Philadelphia, Philadelphia, PA, USA","Children's Hospital of Philadelphia, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5063548760,Peng Gao,"Department of Pediatrics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, USA","Children's Hospital of Philadelphia, University of Pennsylvania","US, US"
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5063678287,Shovik Bandyopadhyay,"Graduate Group in Cell & Molecular Biology, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5106615461,Hongxing Sun,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5106615461,Hongxing Sun,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5106615461,Hongxing Sun,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5022299499,Ziran Zhao,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5022299499,Ziran Zhao,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5022299499,Ziran Zhao,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5061779117,Stefan Lundh,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5061779117,Stefan Lundh,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5061779117,Stefan Lundh,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5060311157,Iulian Pruteanu-Malinici,"Novartis Institute for Biomedical Research, Cambridge, MA, USA",Novartis (United States),US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5042506509,Christopher L. Nobles,"Department of Microbiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5046545253,Sayantan Maji,"Abramson Cancer Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5046545253,Sayantan Maji,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5046545253,Sayantan Maji,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5089409657,Noelle V. Frey,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5039491957,Saar Gill,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5041976525,Alison W. Loren,"Division of Hematology and Oncology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
https://openalex.org/W4210589143,Decade-long leukaemia remissions with persistence of CD4+ CAR T cells,2022,927,https://openalex.org/A5073340860,Lifeng Tian,"Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",University of Pennsylvania,US
